"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","SalePrice"
50,"RM",63,11426,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd",200000
50,"RL",92,7438,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1.5Fin",5,8,1908,1991,"Gable","CompShg","AsbShng",127000
75,"RM",90,22950,"Pave","IR2","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl","Wd Sdng",475000
50,"RL",60,10410,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg","HdBoard",135000
90,"RL",64,7018,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood",153337
120,"RL",41,4923,"Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd",286000
70,"RL",70,10570,"Pave","Reg","Bnk","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,8,1932,1994,"Hip","CompShg","BrkFace",315000
20,"RL",68,9017,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd",192000
160,"RM",24,2522,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd",130000
20,"RL",60,7180,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","HdBoard",127000
160,"RL",24,2280,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1976,1976,"Gable","CompShg","Plywood",148500
20,"RL",79,9416,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Hip","CompShg","CemntBd",311872
75,"RL",174,25419,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",8,4,1918,1990,"Gable","CompShg","Stucco",235000
75,"RM",92,5520,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",6,6,1912,1950,"Gable","CompShg","Wd Sdng",104000
20,"RL",76,9591,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd",274900
20,"RM",80,8546,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,2003,2004,"Gable","CompShg","VinylSd",140000
20,"RL",75,10125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood",171500
50,"RL",50,7000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,6,1924,1950,"Gable","CompShg","MetalSd",112000
50,"RM",50,3500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1947,1950,"Gable","CompShg","AsbShng",110000
20,"RL",99,11851,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard",180500
20,"RL",40,13673,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","HdBoard",143900
20,"RL",75,8250,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1964,1964,"Hip","CompShg","HdBoard",145000
30,"RL",67,5604,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1925,1950,"Gable","CompShg","Stucco",98000
20,"RL",83,10420,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,2009,2009,"Gable","CompShg","VinylSd",186000
60,"FV",72,8640,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg","VinylSd",252678
20,"RL",43,13568,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1995,1995,"Gable","CompShg","VinylSd",156000
20,"RL",72,10011,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Gable","CompShg","HdBoard",134450
20,"RL",65,8450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd",210000
70,"RM",57,9906,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,4,1925,1950,"Gable","CompShg","MetalSd",107000
120,"RL",43,3010,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd",167240
20,"RL",73,8990,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd",204900
60,"RL",85,11475,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",6,6,1975,1975,"Gable","CompShg","VinylSd",179900
20,"RL",70,10500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard",97000
20,"RL",103,13472,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2003,2003,"Hip","CompShg","VinylSd",386250
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard",112000
60,"RL",82,9950,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1995,1995,"Gable","CompShg","VinylSd",290000
160,"RM",21,1869,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,6,1970,1970,"Gable","CompShg","HdBoard",106000
20,"RL",70,8521,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard",125000
120,"RL",43,3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd",192500
20,"RL",73,8760,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","MetalSd",148000
60,"RL",174,15138,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1996,"Gable","CompShg","VinylSd",403000
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard",94500
20,"RL",75,10650,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1976,1976,"Gable","CompShg","HdBoard",128200
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",6,3,1971,1971,"Gable","CompShg","HdBoard",89500
20,"RL",65,8773,"Pave","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd",185500
20,"RL",93,12030,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd",318000
50,"RL",52,8741,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1945,1950,"Gable","CompShg","VinylSd",113000
20,"FV",75,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd",262500
30,"RM",40,3880,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,9,1945,1997,"Gable","CompShg","VinylSd",110500
50,"RM",63,5000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1900,1950,"Gable","CompShg","Wd Sdng",79000
160,"RL",75,10762,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","Plywood",120000
20,"RL",80,10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1988,1988,"Gable","CompShg","Wd Sdng",241500
190,"RM",69,9142,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",6,8,1910,1950,"Gable","CompShg","AsbShng",137000
20,"RL",75,11310,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg","Wd Sdng",140000
60,"RL",72,11317,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd",180000
30,"RL",55,5350,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg","Wd Sdng",76500
120,"RM",44,4750,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","VinylSd",235000
60,"RL",65,8366,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd",173000
80,"RL",85,9350,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1964,1991,"Hip","CompShg","HdBoard",158000
20,"RL",70,8400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Gable","CompShg","MetalSd",145000
60,"RL",66,8738,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd",230000
60,"FV",64,8791,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2003,2003,"Gable","CompShg","VinylSd",207500
20,"RL",68,8814,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd",220000
60,"RL",80,12435,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd",231500
20,"RM",70,12702,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","BrkFace",97000
80,"RL",120,19296,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","CompShg","Wd Sdng",176000
60,"RL",69,9588,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd",276000
80,"RL",88,8471,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1977,1995,"Gable","CompShg","HdBoard",151000
50,"RM",50,5500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1929,2001,"Gable","CompShg","Wd Sdng",130000
30,"RM",30,5232,"Pave","IR3","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,5,1925,2004,"Gable","CompShg","Wd Sdng",73000
20,"RL",78,12090,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1981,1981,"Gable","CompShg","MetalSd",175500
60,"RL",70,11207,"Pave","IR1","HLS","AllPub","FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd",185000
75,"RL",60,8400,"Pave","Reg","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","2.5Fin",5,8,1939,1997,"Gable","CompShg","Wd Sdng",179500
30,"RM",71,6900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,6,1940,1955,"Gable","CompShg","VinylSd",120500
60,"FV",84,10728,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd",266000
20,"RL",73,39104,"Pave","IR1","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,7,1954,2005,"Flat","Membran","Plywood",241500
60,"RL",92,11764,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1999,2007,"Gable","CompShg","VinylSd",290000
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,1988,"Hip","CompShg","Wd Sdng",139000
20,"RL",76,8314,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1982,1982,"Gable","CompShg","HdBoard",124500
50,"RL",55,7264,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",7,7,1925,2007,"Gable","CompShg","Wd Sdng",205000
20,"RL",129,9196,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd",201000
20,"RL",140,19138,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",4,5,1951,1951,"Gable","CompShg","VinylSd",141000
20,"RL",107,14450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Gable","CompShg","CemntBd",415298
60,"RL",83,10005,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",7,5,1977,1977,"Hip","CompShg","Plywood",192000
60,"RL",82,11287,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,6,1989,1989,"Gable","CompShg","Plywood",228500
20,"FV",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd",185000
120,"RL",34,5063,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd",207500
20,"RL",74,9612,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Feedr","Norm","1Fam","1Story",8,5,2008,2009,"Gable","CompShg","VinylSd",244600
120,"RL",50,8012,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1992,1992,"Gable","CompShg","Plywood",179200
160,"FV",35,4251,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd",164700
50,"RL",77,9786,"Pave","IR1","Bnk","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,7,1962,1981,"Gable","CompShg","Wd Sdng",159000
70,"RL",60,8730,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","2Story",6,7,1915,2003,"Gable","CompShg","Wd Sdng",153575
60,"RL",120,15611,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd",233230
190,"RL",55,5687,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","2fmCon","2Story",5,6,1912,2000,"Gable","CompShg","VinylSd",135900
50,"RL",60,11409,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,4,1949,2008,"Gable","CompShg","Wd Sdng",131000
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","HdBoard",167000
80,"RL",37,7937,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1984,1984,"Gable","CompShg","HdBoard",142500
50,"RM",75,13710,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","CompShg","Wd Sdng",152000
60,"FV",66,7399,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","VinylSd",239000
60,"RL",90,11700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Mansard","CompShg","HdBoard",175000
20,"RL",80,14000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1950,2004,"Gable","CompShg","HdBoard",158500
190,"RL",90,15750,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","2fmCon","1Story",5,5,1953,1953,"Hip","CompShg","MetalSd",157000
60,"RL",66,16226,"Pave","IR3","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd",267000
20,"RL",118,13704,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd",205000
20,"RL",70,9800,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","VinylSd",149900
75,"RM",87,18386,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",7,9,1880,2002,"Gable","CompShg","CemntBd",295000
20,"RL",80,10386,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","CemntBd",305900
60,"RL",116,13474,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","HdBoard",225000
20,"RL",90,12378,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Gable","CompShg","VinylSd",360000
20,"RL",50,8000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1948,2002,"Gable","CompShg","VinylSd",132000
190,"RM",65,7800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd",119900
20,"RL",150,215245,"Pave","IR3","Low","AllPub","Inside","Sev","Timber","Norm","Norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","BrkFace",375000
70,"RM",60,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1925,1990,"Gable","CompShg","Wd Sdng",178000
60,"RL",71,7795,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd",188500
60,"RL",94,13005,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CompShg","CemntBd",260000
60,"FV",75,9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd",270000
60,"RL",90,9900,"Pave","Reg","Low","AllPub","Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard",260000
60,"RL",111,16259,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Gable","CompShg","VinylSd",342643
60,"RL",99,12099,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd",354000
60,"RL",86,10380,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","Plywood",301000
20,"RM",49,5820,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd",126175
80,"RL",96,11275,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng",242000
45,"RM",50,5000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","CompShg","MetalSd",87000
120,"RL",32,10846,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","CompShg","BrkFace",324000
20,"RL",80,11600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng",145250
70,"RM",60,6402,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng",78000
20,"RL",70,8176,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","Wd Sdng",139000
20,"RL",85,10655,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,2004,"Gable","CompShg","VinylSd",284000
120,"RM",59,8198,"Pave","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd",207000
60,"RL",59,9042,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd",192000
20,"RL",86,14157,"Pave","IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd",377426
20,"RL",70,9135,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd",214000
20,"RL",91,14145,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,1984,1998,"Gable","CompShg","Wd Sdng",202500
20,"RL",66,12400,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng",155000
60,"RL",85,14191,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd",202900
20,"RH",60,8400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng",82000
120,"RL",63,8849,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd",266000
160,"RM",36,2592,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CompShg","CemntBd",85000
50,"RL",65,6435,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd",140200
160,"RL",36,2448,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd",154000
60,"RL",56,20431,"Pave","IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd",437154
120,"RL",68,7820,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd",318061
50,"RL",60,9084,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","VinylSd",95000
30,"RM",60,8520,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1928,2003,"Gable","CompShg","VinylSd",105900
50,"RL",60,8400,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","CompShg","Wd Sdng",140000
20,"RL",105,11249,"Pave","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,1995,1995,"Gable","CompShg","VinylSd",177500
120,"RM",44,4224,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CompShg","CemntBd",134000
80,"RL",92,6930,"Pave","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,4,1958,1958,"Hip","CompShg","Wd Sdng",130000
60,"RL",78,12011,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd",280000
85,"RL",64,7301,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",7,5,2003,2003,"Gable","CompShg","HdBoard",198500
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","CompShg","HdBoard",118000
